match_id,team,lineups_type,player_id
300061454,home,starting,294665
300061454,home,starting,235342
300061454,home,starting,177007
300061454,home,starting,249477
300061454,home,starting,230776
300061454,home,starting,189676
300061454,home,starting,269987
300061454,home,starting,306029
300061454,home,starting,269986
300061454,home,starting,236275
300061454,home,starting,297811
300061454,home,sub,214464
300061454,home,sub,249474
300061454,home,sub,313869
300061454,home,sub,182181
300061454,home,sub,214470
300061454,home,sub,176979
300061454,home,sub,269990
300061454,home,sub,4078
300061454,home,sub,294661
300061454,home,sub,269984
300061454,home,sub,302620
300061454,home,sub,323345
300061454,away,starting,170808
300061454,away,starting,209960
300061454,away,starting,218253
300061454,away,starting,178119
300061454,away,starting,213995
300061454,away,starting,70097
300061454,away,starting,241632
300061454,away,starting,234552
300061454,away,starting,289195
300061454,away,starting,228592
300061454,away,starting,234551
300061454,away,sub,271393
300061454,away,sub,227849
300061454,away,sub,162580
300061454,away,sub,215285
300061454,away,sub,228599
300061454,away,sub,238112
300061454,away,sub,251352
300061454,away,sub,271241
300061454,away,sub,228594
300061454,away,sub,188382
300061454,away,sub,197890
300061454,away,sub,271236
300061453,home,starting,229498
300061453,home,starting,239433
300061453,home,starting,229499
300061453,home,starting,286484
300061453,home,starting,270775
300061453,home,starting,189259
300061453,home,starting,229502
300061453,home,starting,185359
300061453,home,starting,286481
300061453,home,starting,286238
300061453,home,starting,209511
300061453,home,sub,276132
300061453,home,sub,276131
300061453,home,sub,267834
300061453,home,sub,185369
300061453,home,sub,276134
300061453,home,sub,158398
300061453,home,sub,305378
300061453,home,sub,176546
300061453,home,sub,306142
300061453,home,sub,313905
300061453,home,sub,267829
300061453,home,sub,175629
300061453,away,starting,297105
300061453,away,starting,254141
300061453,away,starting,217974
300061453,away,starting,187756
300061453,away,starting,248373
300061453,away,starting,254144
300061453,away,starting,182236
300061453,away,starting,212246
300061453,away,starting,254145
300061453,away,starting,297102
300061453,away,starting,170710
300061453,away,sub,182230
300061453,away,sub,323699
300061453,away,sub,180749
300061453,away,sub,306322
300061453,away,sub,170711
300061453,away,sub,225204
300061453,away,sub,254133
300061453,away,sub,211228
300061453,away,sub,184257
300061453,away,sub,297106
300061453,away,sub,214566
300061453,away,sub,184251
300061452,home,starting,294665
300061452,home,starting,235342
300061452,home,starting,249474
300061452,home,starting,177007
300061452,home,starting,249477
300061452,home,starting,230776
300061452,home,starting,189676
300061452,home,starting,269987
300061452,home,starting,306029
300061452,home,starting,269986
300061452,home,starting,297811
300061452,home,sub,214464
300061452,home,sub,302620
300061452,home,sub,313869
300061452,home,sub,182181
300061452,home,sub,214470
300061452,home,sub,176979
300061452,home,sub,236275
300061452,home,sub,269990
300061452,home,sub,4078
300061452,home,sub,294661
300061452,home,sub,269984
300061452,home,sub,323345
300061452,away,starting,229498
300061452,away,starting,239433
300061452,away,starting,229499
300061452,away,starting,276132
300061452,away,starting,267834
300061452,away,starting,270775
300061452,away,starting,189259
300061452,away,starting,229502
300061452,away,starting,185359
300061452,away,starting,286481
300061452,away,starting,286238
300061452,away,sub,276134
300061452,away,sub,175629
300061452,away,sub,276131
300061452,away,sub,286484
300061452,away,sub,185369
300061452,away,sub,158398
300061452,away,sub,209511
300061452,away,sub,176546
300061452,away,sub,306142
300061452,away,sub,313905
300061452,away,sub,267829
300061452,away,sub,305378
300061451,home,starting,297105
300061451,home,starting,254141
300061451,home,starting,217974
300061451,home,starting,187756
300061451,home,starting,248373
300061451,home,starting,182236
300061451,home,starting,212246
300061451,home,starting,254145
300061451,home,starting,225204
300061451,home,starting,297102
300061451,home,starting,170710
300061451,home,sub,254133
300061451,home,sub,184251
300061451,home,sub,182230
300061451,home,sub,323699
300061451,home,sub,254144
300061451,home,sub,180749
300061451,home,sub,306322
300061451,home,sub,170711
300061451,home,sub,211228
300061451,home,sub,184257
300061451,home,sub,297106
300061451,home,sub,214566
300061451,away,starting,170808
300061451,away,starting,209960
300061451,away,starting,218253
300061451,away,starting,178119
300061451,away,starting,213995
300061451,away,starting,70097
300061451,away,starting,241632
300061451,away,starting,234552
300061451,away,starting,238112
300061451,away,starting,228592
300061451,away,starting,234551
300061451,away,sub,215285
300061451,away,sub,271236
300061451,away,sub,271393
300061451,away,sub,227849
300061451,away,sub,162580
300061451,away,sub,289195
300061451,away,sub,228599
300061451,away,sub,251352
300061451,away,sub,271241
300061451,away,sub,228594
300061451,away,sub,188382
300061451,away,sub,197890
300061450,home,starting,170808
300061450,home,starting,209960
300061450,home,starting,218253
300061450,home,starting,178119
300061450,home,starting,213995
300061450,home,starting,70097
300061450,home,starting,241632
300061450,home,starting,162580
300061450,home,starting,238112
300061450,home,starting,234551
300061450,home,starting,251352
300061450,home,sub,215285
300061450,home,sub,271236
300061450,home,sub,271393
300061450,home,sub,227849
300061450,home,sub,289195
300061450,home,sub,228599
300061450,home,sub,271241
300061450,home,sub,228594
300061450,home,sub,188382
300061450,home,sub,197890
300061450,home,sub,228592
300061450,home,sub,234552
300061450,away,starting,229498
300061450,away,starting,239433
300061450,away,starting,276132
300061450,away,starting,286484
300061450,away,starting,267834
300061450,away,starting,270775
300061450,away,starting,189259
300061450,away,starting,229502
300061450,away,starting,185359
300061450,away,starting,286481
300061450,away,starting,286238
300061450,away,sub,276134
300061450,away,sub,175629
300061450,away,sub,276131
300061450,away,sub,185369
300061450,away,sub,158398
300061450,away,sub,305378
300061450,away,sub,209511
300061450,away,sub,176546
300061450,away,sub,306142
300061450,away,sub,313905
300061450,away,sub,267829
300061450,away,sub,229499
300061449,home,starting,297105
300061449,home,starting,254141
300061449,home,starting,187756
300061449,home,starting,248373
300061449,home,starting,254144
300061449,home,starting,180749
300061449,home,starting,306322
300061449,home,starting,211228
300061449,home,starting,184257
300061449,home,starting,297102
300061449,home,starting,214566
300061449,home,sub,254133
300061449,home,sub,184251
300061449,home,sub,217974
300061449,home,sub,182230
300061449,home,sub,323699
300061449,home,sub,182236
300061449,home,sub,170711
300061449,home,sub,212246
300061449,home,sub,225204
300061449,home,sub,297106
300061449,home,sub,254145
300061449,home,sub,170710
300061449,away,starting,214464
