match_id,player_id,event_time,event_type
8776,46662,114,goal
8776,160374,19,yellow
8777,170333,47,goal
8777,174666,74,goal
8777,155334,86,goal
8777,155332,45,yellow
8778,77376,38,goal
8778,170749,48,goal
8778,160385,90,goal
8778,44667,38,yellow
8779,75952,5,penalty
8779,95571,9,penalty
8779,170722,16,goal
8779,153980,45,goal
8779,44621,5,yellow
8779,161454,47,red
878,44573,1,goal
878,58227,24,goal
878,44573,67,goal
878,53649,83,goal
878,174441,34,yellow
8780,155711,45,penalty
8780,155688,27,yellow
8781,155963,26,yellow
8782,168837,2,goal
8782,96461,10,goal
8782,170691,25,goal
8782,52802,50,goal
8782,170691,59,goal
8782,170688,11,yellow
8783,174637,45,goal
8783,155713,80,goal
8783,155711,85,goal
8783,155707,13,yellow
8783,155369,40,red
8784,155670,12,goal
8784,170102,17,goal
8784,77376,90,goal
8784,155677,10,yellow
8784,95134,76,red
8784,78384,87,red
8785,92699,46,goal
8785,155670,87,goal
8785,63525,31,yellow
8786,155711,46,goal
8786,163666,47,goal
8786,163666,70,goal
8786,155686,45,yellow
8786,46662,76,red
8787,174882,14,goal
8787,155685,22,goal
8787,155711,36,goal
8787,170478,34,yellow
8788,163331,27,goal
8788,163331,45,goal
8788,95448,90,goal
8788,170686,33,yellow
8788,95650,68,red
879,44664,68,yellow
882,49571,27,goal
882,53649,43,yellow
889,49571,62,goal
889,46236,66,owngoal
889,47486,40,yellow
896,174810,4,goal
896,56368,11,goal
896,44094,23,goal
896,59088,50,goal
896,44094,54,goal
896,56661,64,goal
896,69419,69,goal
896,58660,70,goal
896,69419,72,goal
896,69419,76,goal
896,174810,83,goal
896,174810,1,yellow
900,174711,50,goal
900,44107,75,goal
900,60272,82,goal
900,44107,1,yellow
901,60317,7,goal
901,168801,65,penalty
902,45793,47,goal
902,63577,20,yellow
902,48672,62,red
903,50281,10,goal
903,63577,14,penalty
903,57627,66,goal
903,58464,35,yellow
914,174711,17,goal
914,28528,26,penalty
914,44701,92,goal
914,174563,98,goal
914,44587,102,goal
914,44107,108,goal
914,174563,35,yellow
919,174554,31,goal
919,28528,43,goal
919,58116,48,goal
919,45189,75,goal
919,174423,89,goal
919,45176,30,yellow
920,174563,33,goal
920,44577,46,goal
920,44577,68,goal
920,45793,75,goal
920,174563,80,goal
920,44690,57,yellow
921,49971,13,goal
921,44679,40,goal
921,53454,44,goal
921,52583,46,goal
921,48030,72,goal
921,47055,62,yellow
922,58116,66,goal
922,174835,84,penalty
922,45546,47,yellow
922,59682,87,red
923,44582,57,goal
923,44684,69,goal
923,174342,81,goal
923,174428,83,goal
923,174477,31,yellow
959,45793,9,goal
959,52681,60,goal
962,56207,88,penalty
962,52532,81,yellow
962,60142,89,red
97410001,196748,6,goal
97410001,154799,12,goal
97410001,182206,17,goal
97410001,182206,61,goal
97410001,154799,73,goal
97410001,182207,87,goal
97410001,194152,30,yellow
97410002,187434,24,goal
97410002,155011,80,goal
97410002,169238,31,yellow
97410003,94915,3,owngoal
97410003,214961,19,yellow
97410004,158221,15,yellow
97410004,158221,46,red
97410005,162680,24,goal
97410005,178837,38,goal
97410005,212306,82,owngoal
97410005,178837,41,yellow
97410006,184616,18,goal
97410006,170750,34,yellow
97410007,214007,28,goal
97410007,155851,36,goal
97410007,214007,76,goal
97410007,218252,79,goal
97410007,70097,18,yellow
97410008,166375,4,goal
97410008,201200,26,yellow
97410009,177876,40,goal
97410009,234927,83,goal
97410009,209119,10,yellow
97410010,177712,5,goal
97410010,177823,36,goal
97410010,177823,76,goal
97410010,175511,5,yellow
97410011,184312,44,goal
97410011,155696,32,yellow
97410012,177773,26,goal
97410012,213001,84,goal
97410012,213001,89,goal
97410012,154050,90,goal
97410012,177760,31,yellow
97410013,178789,42,yellow
97410014,158048,31,owngoal
97410014,178469,54,goal
97410014,156216,72,goal
97410014,93299,23,yellow
97410014,93299,53,red
97410015,207528,13,goal
97410015,229884,17,goal
97410015,229884,48,penalty
97410015,183864,81,goal
97410015,216223,17,yellow
97410015,166297,47,red
97410016,176953,23,goal
97410016,210439,57,goal
97410016,77503,84,goal
97410016,158268,90,goal
97410016,210564,35,yellow
97410017,179558,90,goal
97410017,178969,3,yellow
97410017,217260,75,red
97410018,187434,8,goal
97410018,155011,54,goal
97410018,3508,90,goal
97410018,170171,10,yellow
97410019,194176,83,goal
97410019,214961,91,goal
97410019,214131,18,yellow
97410020,169551,89,goal
97410020,162763,3,yellow
97410021,184291,6,goal
97410021,183574,31,goal
97410021,184291,41,goal
97410021,162680,78,goal
97410021,182373,84,goal
97410021,229397,88,goal
97410021,217015,7,yellow
97410021,177709,65,red
97410022,217315,23,goal
97410022,183576,27,goal
97410022,211352,38,goal
97410022,176971,25,yellow
97410023,176992,13,yellow
97410023,205056,79,red
97410024,199026,63,goal
97410024,201200,80,penalty
97410024,185641,20,yellow
97410025,210205,22,goal
97410025,210192,27,owngoal
97410025,165247,5,yellow
97410025,209119,28,red
97410025,188293,45,red
97410025,158473,47,red
97410026,208353,2,goal
97410026,183000,82,goal
97410026,178264,18,yellow
97410026,177894,65,red
97410027,175683,49,goal
97410027,233952,90,goal
97410027,178306,13,yellow
97410028,177760,21,yellow
97410029,170711,9,goal
97410029,177788,81,goal
97410029,207763,11,yellow
97410030,182647,16,goal
97410030,209979,88,goal
97410030,4309,45,yellow
97410031,213369,8,goal
97410031,155148,71,goal
97410031,183864,76,goal
97410031,183864,90,penalty
97410031,177914,30,yellow
97410032,216223,4,goal
97410032,158385,36,goal
97410032,158386,46,goal
97410032,216226,84,goal
97410032,178945,22,yellow
97410033,182206,4,goal
97410033,182206,44,goal
97410033,196789,57,goal
97410033,202544,52,yellow
97410034,170167,25,goal
97410034,216135,33,goal
97410034,216135,66,goal
97410034,208120,17,yellow
97410035,179662,34,goal
97410035,177703,51,goal
97410035,214961,85,goal
97410035,77995,90,goal
97410035,182050,76,yellow
97410036,4332,25,owngoal
97410036,182783,86,goal
97410036,170674,30,yellow
97410037,217313,28,yellow
97410038,216929,10,goal
97410038,216929,20,goal
97410038,176984,37,penalty
97410038,176984,67,goal
97410038,177615,86,penalty
97410038,158775,17,yellow
97410038,158775,45,red
97410038,3347,90,red
97410039,214964,6,goal
97410039,179159,24,penalty
97410039,214012,29,goal
97410039,209960,22,yellow
97410039,176549,61,red
97410040,176991,60,goal
97410040,159284,75,goal
97410040,209201,22,yellow
97410041,184451,26,goal
97410041,155969,87,goal
97410041,177845,31,yellow
97410041,177897,45,red
97410042,235367,22,goal
97410042,207851,43,goal
97410042,155382,45,penalty
97410042,175524,5,yellow
97410043,211976,34,goal
97410043,92699,45,goal
97410043,176530,53,goal
97410043,176534,59,goal
97410043,92699,81,goal
97410043,194226,40,yellow
97410044,210704,2,goal
97410044,154061,38,penalty
97410044,155696,56,goal
97410044,159069,79,goal
97410044,155707,32,yellow
97410044,155707,85,red
97410044,178306,87,red
97410044,188511,90,red
97410045,170707,55,goal
97410045,170711,61,goal
97410045,181293,30,yellow
97410046,209989,23,goal
97410046,182647,77,goal
97410046,207761,23,yellow
97410047,198446,36,goal
97410047,77503,27,yellow
97410048,158386,70,penalty
97410048,176953,9,yellow
97410048,176953,45,red
97410049,196789,4,goal
97410049,196789,12,goal
97410049,182207,27,yellow
97410049,185507,35,red
97410050,178119,6,goal
97410050,162680,10,goal
97410050,184291,98,goal
97410050,201964,45,yellow
97410051,161454,60,goal
97410051,214962,18,yellow
97410052,214964,23,goal
97410052,179568,2,yellow
97410052,177657,45,red
97410052,218246,63,red
97410052,199026,78,red
97410052,155679,90,red
97410053,165247,90,penalty
97410053,178324,23,yellow
97410053,184451,50,red
97410054,209979,59,yellow
97410055,92699,5,goal
97410055,175683,45,goal
97410055,170687,84,goal
97410055,155382,7,yellow
97410055,208353,81,red
97410056,229884,28,penalty
97410056,248373,41,goal
97410056,170707,83,goal
97410056,163331,90,goal
97410056,170707,68,yellow
97410057,153933,49,goal
97410057,182206,80,goal
97410057,196789,3,yellow
97410057,193984,120,red
97410058,177655,6,goal
97410058,217882,59,goal
97410058,217882,69,goal
97410058,229846,16,yellow
97410059,214962,30,yellow
97410059,196842,62,red
97410060,170711,57,goal
97410060,76824,25,yellow
97410061,230756,119,goal
97410061,155963,120,goal
97410061,191193,40,yellow
97410062,163331,33,penalty
97410062,214957,83,yellow
97410063,196752,56,goal
97410063,182197,60,owngoal
97410063,196752,78,goal
97410063,165260,88,goal
97410063,182207,7,yellow
97410064,163331,7,penalty
97410064,184451,19,goal
97410064,177655,5,yellow
97410064,163331,110,red
994,174477,18,goal
994,48535,83,goal
994,44684,52,yellow
995,174734,1,yellow
996,44582,22,goal
996,44582,73,goal
996,53454,43,yellow
